Method,Aircraft,,,,Cars,,,,CUB,,,
,RN18,RN34,RN50,RN101,RN18,RN34,RN50,RN101,RN18,RN34,RN50,RN101
TGDAWA,93.46,93.82,94.45,94.45,94.78,94.78,94.83,95.01,86.71,87.42,87.8,88.25
TGDA,93.73,94.24,94.78,94.81,94.86,95.04,95.16,95.19,87.49,88.4,88.95,89.25
